url,cooking_time
https://www.menupan.com/Cook/RecipeView.asp?cookid=329,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=640,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=207,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=337,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=522,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=410,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1166,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=850,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=351,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1673,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=716,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=700,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=179,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1435,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=338,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1525,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=738,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1598,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=227,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=763,25
https://www.menupan.com/Cook/RecipeView.asp?cookid=1640,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1536,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=658,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=446,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=205,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=59,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1594,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=436,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=1599,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=680,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=92,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1620,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1685,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1601,30
